date;open;high;low;close;volume
2015.01.12;118.481;118.702;117.856;118.325;80991
2015.01.13;118.324;118.589;117.529;117.718;93072
2015.01.14;117.712;118.451;117.267;117.881;101182
2015.01.15;117.882;117.921;115.673;116.298;123477
2015.01.16;116.305;116.479;114.594;115.650;121343
2015.01.19;115.524;116.381;115.512;116.060;49997
2015.01.20;116.050;116.138;115.397;115.479;36580
2015.01.21;115.480;116.790;115.406;116.087;45779
2015.01.22;116.088;116.485;113.156;113.642;56260
2015.01.23;113.630;113.731;111.145;112.032;62443
2015.01.26;111.492;112.945;110.970;112.373;51017
2015.01.27;112.377;114.221;112.230;113.803;65402
2015.01.28;113.803;113.828;112.757;112.865;71647
2015.01.29;112.867;113.670;112.612;113.185;45808
2015.01.30;113.154;113.628;112.770;112.844;44897
2015.02.02;113.115;113.616;112.918;113.413;62989
2015.02.03;113.399;115.332;113.122;114.781;76916
2015.02.04;114.779;114.842;113.155;113.433;68437
2015.02.05;113.428;114.983;113.035;114.763;75428
2015.02.06;114.760;114.850;113.090;113.102;66082
2015.02.09;112.952;113.586;112.698;113.234;65433
2015.02.10;113.233;113.448;112.726;113.197;68796
2015.02.11;113.200;113.466;112.794;113.351;64393
2015.02.12;113.348;114.224;113.016;114.022;71197
2015.02.13;114.020;114.421;113.792;113.919;60539
2015.02.16;113.994;114.285;113.191;113.528;51186
2015.02.17;113.533;114.478;113.217;114.100;69407
2015.02.18;114.097;114.152;113.335;113.962;64941
2015.02.19;113.960;114.496;113.550;113.674;59622
2015.02.20;113.675;114.231;112.788;113.785;69731
2015.02.23;113.940;113.952;112.947;113.340;55201
2015.02.24;113.335;113.577;112.900;113.397;59038
2015.02.25;113.395;113.880;113.353;113.606;56284
2015.02.26;113.593;113.791;111.834;111.975;61722
2015.02.27;111.975;112.446;111.758;111.957;64231
2015.03.02;111.805;112.402;111.597;111.824;54008
2015.03.03;111.835;112.171;111.545;111.752;56803
2015.03.04;111.742;111.852;110.615;110.767;58992
2015.03.05;110.772;111.118;109.879;110.291;65263
2015.03.06;110.284;110.322;108.387;108.433;65790
2015.03.09;108.296;109.061;108.227;108.518;59301
2015.03.10;108.509;108.547;106.676;106.785;80767
2015.03.11;106.791;107.163;105.108;105.444;88719
2015.03.12;105.457;106.833;104.943;106.241;89899
2015.03.13;106.238;106.343;104.619;104.910;83236
2015.03.16;104.855;106.193;104.791;105.669;83506
2015.03.17;105.664;106.505;105.510;105.972;72379
2015.03.18;105.961;110.415;105.797;108.284;87748
2015.03.19;108.291;109.191;106.125;106.561;108495
2015.03.20;106.562;108.813;106.550;108.189;82998
2015.03.23;108.667;109.707;107.667;109.441;91164
2015.03.24;109.457;110.286;108.897;109.176;80441
2015.03.25;109.184;110.139;109.002;109.708;69803
2015.03.26;109.711;110.515;108.555;108.740;90096
2015.03.27;108.743;109.473;108.007;108.841;83003
2015.03.30;108.841;108.913;108.095;108.320;75521
2015.03.31;108.317;108.447;107.123;107.308;70009
2015.04.01;107.331;107.992;107.180;107.624;72023
2015.04.02;107.622;109.048;107.497;108.792;67761
2015.04.03;108.793;110.261;108.632;109.679;42177
2015.04.06;110.007;110.348;109.090;109.213;42818
2015.04.07;109.211;109.540;108.029;108.137;70632
2015.04.08;108.137;108.870;107.627;107.795;75544
2015.04.09;107.796;107.884;106.372;106.584;70600
2015.04.10;106.585;106.833;105.674;106.030;69708
2015.04.13;106.030;106.190;105.202;105.659;70464
2015.04.14;105.658;107.043;105.311;106.539;77117
2015.04.15;106.534;107.015;105.705;106.869;82189
2015.04.16;106.869;108.172;106.246;107.592;109153
2015.04.17;107.592;108.481;107.343;108.089;92329
2015.04.20;108.089;108.195;107.120;107.379;71150
2015.04.21;107.379;107.808;106.594;107.333;88718
2015.04.22;107.333;108.004;107.079;107.253;92181
2015.04.23;107.253;108.458;106.655;108.245;100340
2015.04.24;108.245;108.996;107.842;108.700;100443
2015.04.27;108.627;109.263;108.191;108.869;86221
2015.04.28;108.897;109.905;108.595;109.788;100394
2015.04.29;109.767;111.875;109.591;111.265;117774
2015.04.30;111.277;112.659;110.708;112.222;143218
2015.05.01;112.188;112.896;111.742;111.967;102047
2015.05.04;111.922;112.238;111.224;111.469;62220
2015.05.05;111.444;112.203;110.662;111.849;21097
2015.05.06;111.851;113.693;111.749;113.447;41796
2015.05.07;113.473;113.918;112.371;112.657;31166
2015.05.08;112.654;112.876;111.789;112.085;34340
2015.05.11;112.000;112.053;111.305;111.542;48198
2015.05.12;111.544;112.780;111.337;112.127;105463
2015.05.13;112.127;113.821;112.019;113.542;86143
2015.05.14;113.535;114.442;113.402;114.095;105449
2015.05.15;114.094;114.661;113.233;114.466;77665
2015.05.18;114.485;114.485;112.979;113.140;51726
2015.05.19;113.146;113.256;111.184;111.490;112121
2015.05.20;111.506;111.514;110.616;110.932;122301
2015.05.21;110.917;111.807;110.790;111.113;109322
2015.05.22;111.113;112.069;110.016;110.141;105137
2015.05.25;110.052;110.089;109.584;109.769;60698
2015.05.26;109.764;109.806;108.626;108.723;113774
2015.05.27;108.718;109.284;108.185;109.034;107899
2015.05.28;109.035;109.579;108.681;109.473;117478
2015.05.29;109.471;110.053;109.251;109.895;104414
2015.06.01;109.835;109.876;108.865;109.258;118185
2015.06.02;109.257;111.927;109.152;111.501;189524
2015.06.03;111.499;112.843;110.811;112.737;102112
2015.06.04;112.736;113.793;112.219;112.372;67030
2015.06.05;112.370;112.793;110.489;111.163;185260
2015.06.08;111.018;113.063;110.837;112.908;151939
2015.06.09;112.902;113.446;112.136;112.817;171017
2015.06.10;112.796;113.855;112.599;113.230;187092
2015.06.11;113.232;113.306;111.816;112.566;150647
2015.06.12;112.567;112.961;111.509;112.621;148197
2015.06.15;112.133;112.938;111.893;112.820;112556
2015.06.16;112.830;113.292;112.044;112.467;128956
2015.06.17;112.467;113.574;112.057;113.365;150512
2015.06.18;113.365;114.360;113.297;113.595;164081
2015.06.19;113.575;113.962;112.915;113.483;127247
2015.06.22;113.740;114.097;113.115;113.396;132015
2015.06.23;113.398;113.469;111.347;111.674;155646
2015.06.24;111.663;112.344;111.539;112.033;143646
2015.06.25;112.056;112.273;111.534;112.035;122528
2015.06.26;112.023;112.194;111.297;111.713;118028
2015.06.29;110.047;112.776;109.538;112.350;193963
2015.06.30;112.346;112.437;111.123;111.453;156812
2015.07.01;111.380;111.708;110.425;110.518;135383
2015.07.02;110.525;111.209;110.319;110.826;127664
2015.07.03;110.835;111.175;110.643;111.038;100405
2015.07.06;109.794;110.950;109.688;110.551;153241
2015.07.07;110.551;110.581;109.158;110.103;173620
2015.07.08;110.104;110.925;109.734;110.756;160168
2015.07.09;110.754;111.245;109.910;110.353;143058
2015.07.10;110.353;112.153;110.300;111.541;157300
2015.07.13;110.993;111.963;109.948;110.001;148997
2015.07.14;110.001;110.808;109.649;110.082;143590
2015.07.15;110.082;110.349;109.293;109.477;142338
2015.07.16;109.483;109.620;108.549;108.730;142440
2015.07.17;108.731;109.063;108.281;108.299;118379
2015.07.20;108.332;108.695;108.078;108.245;115065
2015.07.21;108.243;109.690;108.109;109.324;148089
2015.07.22;109.341;109.662;108.691;109.278;201564
2015.07.23;109.234;110.180;109.213;109.826;167751
2015.07.24;109.800;109.955;109.251;109.762;123864
2015.07.27;109.759;111.292;109.687;110.866;144811
2015.07.28;110.871;110.995;110.219;110.592;130748
2015.07.29;110.588;110.837;109.667;109.821;137573
2015.07.30;109.809;109.890;108.931;109.313;141300
2015.07.31;109.304;111.139;109.208;109.831;153941
2015.08.03;109.711;109.957;109.410;109.503;133189
2015.08.04;109.493;109.873;108.786;108.809;145962
2015.08.05;108.783;109.370;108.477;109.052;146918
2015.08.06;109.041;109.433;108.733;109.235;130219
2015.08.07;109.216;109.780;108.548;109.640;124434
2015.08.10;109.623;110.411;109.250;110.154;100312
2015.08.11;110.167;110.880;109.602;110.370;135337
2015.08.12;110.390;112.137;110.240;111.553;143564
2015.08.13;111.563;111.885;110.796;111.476;111571
2015.08.14;111.460;111.885;110.976;111.100;110116
2015.08.17;111.140;111.245;110.584;110.728;120954
2015.08.18;110.738;110.935;110.171;110.228;118625
2015.08.19;110.238;111.342;110.174;111.160;149578
2015.08.20;111.154;112.444;111.067;112.375;154304
2015.08.21;112.372;113.884;112.289;113.865;186431
2015.08.24;113.742;117.138;113.679;116.129;261024
2015.08.25;116.168;116.214;113.961;115.127;240331
2015.08.26;115.155;115.612;112.912;113.115;231687
2015.08.27;113.072;113.642;112.028;112.393;182216
2015.08.28;112.428;113.094;111.559;111.803;157044
2015.08.31;111.767;112.620;111.692;112.090;123174
2015.09.01;112.079;113.318;112.077;113.133;174012
2015.09.02;113.127;113.193;112.162;112.258;159394
2015.09.03;112.252;112.430;110.869;111.222;143763
2015.09.04;111.206;111.894;110.897;111.469;145529
2015.09.07;111.571;111.774;111.210;111.684;112259
2015.09.08;111.668;112.292;111.522;112.012;144640
2015.09.09;111.981;112.160;111.313;112.060;153104
2015.09.10;112.020;112.950;111.715;112.776;168140
2015.09.11;112.755;113.493;112.538;113.395;146209
2015.09.14;113.298;113.729;112.832;113.150;123048
2015.09.15;113.145;113.284;112.580;112.687;137018
2015.09.16;112.680;113.204;112.138;112.890;132532
2015.09.17;112.885;114.408;112.842;114.336;145689
2015.09.18;114.333;114.600;112.691;112.985;159089
2015.09.21;112.823;113.298;111.809;111.888;139437
2015.09.22;111.886;112.072;111.130;111.236;136505
2015.09.23;111.229;112.130;111.049;111.844;143671
2015.09.24;111.843;112.956;111.641;112.321;159672
2015.09.25;112.280;112.280;111.159;111.994;156142
2015.09.28;111.910;112.474;111.463;112.436;145183
2015.09.29;112.441;112.810;111.935;112.478;156307
2015.09.30;112.469;112.610;111.569;111.763;144420
2015.10.01;111.748;112.090;111.347;111.939;136303
2015.10.02;111.931;113.181;111.501;112.095;152574
2015.10.05;112.202;112.890;111.731;111.871;155664
2015.10.06;111.854;112.792;111.717;112.704;136981
2015.10.07;112.706;112.840;112.112;112.368;145693
2015.10.08;112.353;113.265;112.341;112.756;139258
2015.10.09;112.748;113.869;112.667;113.569;145604
2015.10.12;113.588;113.966;113.547;113.578;94013
2015.10.13;113.571;114.108;113.438;113.782;124917
2015.10.14;113.773;114.889;113.768;114.730;138506
2015.10.15;114.723;114.949;113.629;113.803;144400
2015.10.16;113.819;113.945;113.339;113.474;122270
2015.10.19;113.546;113.788;113.054;113.269;124837
2015.10.20;113.268;113.868;113.237;113.453;110310
2015.10.21;113.430;113.772;113.342;113.382;111411
2015.10.22;113.372;113.507;110.998;111.087;150246
2015.10.23;111.055;111.394;109.963;110.169;153746
2015.10.26;110.071;110.682;110.035;110.529;114119
2015.10.27;110.524;110.780;110.300;110.462;115382
2015.10.28;110.454;110.955;108.966;109.267;128620
2015.10.29;109.268;109.862;109.026;109.858;125217
2015.10.30;109.858;110.723;109.653;110.050;137706
2015.11.02;110.266;110.527;109.998;110.150;109114
2015.11.03;110.139;110.298;109.357;109.627;119749
2015.11.04;109.626;109.675;108.439;108.653;136540
2015.11.05;108.628;108.972;108.333;108.828;133932
2015.11.06;108.825;108.935;107.070;107.390;132696
2015.11.09;107.283;107.896;107.191;107.499;146695
2015.11.10;107.500;107.637;106.740;107.227;141813
2015.11.11;107.214;107.733;107.054;107.417;131074
2015.11.12;107.432;108.301;106.906;108.120;175868
2015.11.13;108.103;108.167;107.137;107.668;158760
2015.11.16;107.366;107.578;106.744;106.847;148817
2015.11.17;106.770;106.904;106.305;106.430;145784
2015.11.18;106.413;106.922;106.166;106.583;135966
2015.11.19;106.574;107.628;106.549;107.338;156694
2015.11.20;107.322;107.382;106.397;106.451;141561
2015.11.23;106.372;106.565;105.922;106.354;150590
2015.11.24;106.355;106.733;106.193;106.426;154783
2015.11.25;106.428;106.890;105.657;106.238;163860
2015.11.26;106.228;106.270;105.996;106.102;100405
2015.11.27;106.101;106.376;105.682;105.938;122303
2015.11.30;105.887;105.947;105.576;105.643;125836
2015.12.01;105.639;106.369;105.629;106.324;142795
2015.12.02;106.340;106.355;105.505;106.135;148672
2015.12.03;106.121;109.807;105.222;109.385;193877
2015.12.04;109.408;109.559;108.357;108.779;197815
2015.12.07;108.681;108.872;107.958;108.366;137004
2015.12.08;108.348;109.021;108.299;108.920;147793
2015.12.09;108.895;110.427;108.789;110.244;173961
2015.12.10;110.214;110.242;109.247;109.401;152562
2015.12.11;109.395;110.305;109.263;109.894;163728
2015.12.14;109.801;110.483;109.452;109.922;173997
2015.12.15;109.905;110.593;109.044;109.285;159311
2015.12.16;109.289;110.116;108.878;109.104;173023
2015.12.17;109.097;109.138;108.023;108.245;150539
2015.12.18;108.242;108.742;108.047;108.613;156544
2015.12.21;108.511;109.387;108.457;109.139;127939
2015.12.22;109.133;109.839;109.021;109.568;120357
2015.12.23;109.506;109.568;108.696;109.099;104495
2015.12.24;109.087;109.673;109.023;109.542;61302
2015.12.28;109.441;109.922;109.441;109.681;79315
2015.12.29;109.641;109.914;108.988;109.180;92900
2015.12.30;109.214;109.434;109.014;109.312;93938
2015.12.31;109.303;109.368;108.526;108.609;66736
2016.01.04;108.696;109.462;107.808;108.319;157687
2016.01.05;108.274;108.386;107.104;107.463;132203
2016.01.06;107.464;107.992;107.127;107.796;149117
2016.01.07;107.789;109.399;107.707;109.287;177685
2016.01.08;109.243;109.331;108.028;109.245;172703
2016.01.11;109.171;109.697;108.476;108.581;153753
2016.01.12;108.568;108.999;108.193;108.570;159298
2016.01.13;108.579;108.870;108.046;108.757;165246
2016.01.14;108.739;109.429;108.342;108.634;181007
2016.01.15;108.647;109.844;108.543;109.132;184568
2016.01.18;109.206;109.273;108.684;108.941;128564
2016.01.19;108.894;109.389;108.591;109.065;163116
2016.01.20;109.051;109.757;108.769;108.883;192784
2016.01.21;108.876;109.208;107.770;108.726;208559
2016.01.22;108.727;108.763;107.888;107.965;166857
2016.01.25;107.886;108.566;107.886;108.475;153222
2016.01.26;108.474;108.740;108.185;108.683;148897
2016.01.27;108.685;109.163;108.503;108.920;176075
2016.01.28;108.925;109.674;108.694;109.390;170459
2016.01.29;109.384;109.483;108.096;108.300;209310
2016.02.01;108.297;109.125;108.142;108.873;149072
2016.02.02;108.873;109.397;108.819;109.177;151389
2016.02.03;109.158;111.452;109.034;111.017;200352
2016.02.04;111.016;112.387;110.693;112.067;225686
2016.02.05;112.053;112.468;111.084;111.578;187784
2016.02.08;111.415;112.155;110.862;111.912;189737
2016.02.09;111.910;113.378;111.620;112.940;231656
2016.02.10;112.903;113.111;111.602;112.889;229356
2016.02.11;112.899;113.761;112.736;113.218;253405
2016.02.12;113.220;113.337;112.138;112.503;208643
2016.02.15;112.336;112.495;111.276;111.531;159956
2016.02.16;111.530;111.928;111.239;111.423;168249
2016.02.17;111.420;111.788;111.057;111.267;171626
2016.02.18;111.262;111.493;110.707;111.058;166185
2016.02.19;111.063;111.390;110.664;111.279;157798
2016.02.22;111.111;111.244;110.028;110.281;148929
2016.02.23;110.273;110.524;109.898;110.180;159977
2016.02.24;110.173;110.459;109.571;110.116;176041
2016.02.25;110.137;110.496;109.865;110.168;161056
2016.02.26;110.168;110.679;109.114;109.289;159885
2016.02.29;109.130;109.625;108.589;108.718;161758
2016.03.01;108.751;108.932;108.338;108.656;162298
2016.03.02;108.644;108.807;108.251;108.672;160186
2016.03.03;108.676;109.725;108.533;109.556;154816
2016.03.04;109.556;110.430;109.027;110.064;166289
2016.03.07;109.879;110.255;109.397;110.121;127729
2016.03.08;110.127;110.575;109.933;110.096;142910
2016.03.09;110.095;110.345;109.457;109.981;134228
2016.03.10;109.973;112.177;108.219;111.759;176693
2016.03.11;111.759;112.093;110.801;111.462;150540
2016.03.14;111.444;111.759;110.775;111.012;127000
2016.03.15;111.012;111.248;110.715;111.048;130357
2016.03.16;111.049;112.420;110.575;112.120;146973
2016.03.17;112.123;113.422;112.048;113.151;161032
2016.03.18;113.139;113.365;112.558;112.688;138417
2016.03.21;112.682;112.844;112.344;112.386;115649
2016.03.22;112.386;112.596;111.881;112.150;118562
2016.03.23;112.151;112.231;111.628;111.796;90109
2016.03.24;111.802;111.874;111.439;111.786;104732
2016.03.25;111.786;111.789;111.536;111.613;45514
2016.03.28;111.599;112.197;111.527;111.952;62033
2016.03.29;111.930;113.032;111.687;112.893;141292
2016.03.30;112.896;113.652;112.831;113.387;152488
2016.03.31;113.359;114.115;113.098;113.788;145361
2016.04.01;113.777;114.377;113.344;113.897;159690
2016.04.04;113.994;114.123;113.570;113.888;129475
2016.04.05;113.863;114.049;113.356;113.826;146695
2016.04.06;113.826;114.317;113.262;113.979;149211
2016.04.07;113.975;114.538;113.373;113.767;165889
2016.04.08;113.751;114.190;113.488;113.949;140419
2016.04.11;114.138;114.470;113.721;114.097;126835
2016.04.12;114.052;114.645;113.458;113.835;144352
2016.04.13;113.827;113.909;112.680;112.723;151524
2016.04.14;112.728;112.945;112.335;112.663;137771
2016.04.15;112.616;113.167;112.453;112.827;119449
2016.04.18;112.998;113.317;112.734;113.119;119210
2016.04.19;113.091;113.842;113.030;113.575;121795
2016.04.20;113.566;113.876;112.901;112.952;129818
2016.04.21;112.952;113.985;112.696;112.860;147583
2016.04.22;112.859;113.084;112.154;112.154;143320
2016.04.25;112.167;112.779;112.145;112.660;122000
2016.04.26;112.660;113.394;112.559;112.950;125742
2016.04.27;112.948;113.611;112.713;113.191;131122
2016.04.28;113.199;113.676;112.960;113.509;155075
2016.04.29;113.509;114.590;113.470;114.504;156574
2016.05.02;114.582;115.354;114.479;115.331;131824
2016.05.03;115.331;116.159;114.947;114.949;159314
2016.05.04;114.960;115.292;114.659;114.855;156038
2016.05.05;114.829;114.934;113.856;114.048;129054
2016.05.06;114.040;114.796;113.863;114.009;138490
2016.05.09;113.939;114.194;113.750;113.806;118175
2016.05.10;113.814;114.096;113.583;113.717;117173
2016.05.11;113.691;114.462;113.686;114.251;110018
2016.05.12;114.242;114.288;113.702;113.766;116605
2016.05.13;113.736;113.795;112.825;113.088;133533
2016.05.16;113.098;113.420;113.019;113.193;103824
2016.05.17;113.198;113.482;113.013;113.118;120937
2016.05.18;113.111;113.159;112.140;112.158;142939
2016.05.19;112.144;112.297;111.796;112.019;137673
2016.05.20;112.016;112.370;111.960;112.217;100668
2016.05.23;112.033;112.426;111.873;112.190;105512
2016.05.24;112.187;112.267;111.321;111.393;122763
2016.05.25;111.398;111.666;111.285;111.539;117544
2016.05.26;111.536;112.164;111.492;111.927;117558
2016.05.27;111.918;112.004;111.107;111.130;110864
2016.05.30;111.125;111.443;110.977;111.380;74596
2016.05.31;111.362;111.731;111.219;111.303;134654
2016.06.01;111.301;111.937;111.138;111.869;142623
2016.06.02;111.865;112.198;111.449;111.510;134491
2016.06.03;111.499;113.732;110.707;113.662;151235
2016.06.06;113.542;113.923;113.262;113.528;142741
2016.06.07;113.528;113.801;113.383;113.555;121862
2016.06.08;113.563;114.103;113.541;113.938;118280
2016.06.09;113.936;114.151;113.052;113.129;129055
2016.06.10;113.130;113.210;112.450;112.533;133550
2016.06.13;112.478;113.027;112.316;112.893;149811
2016.06.14;112.890;112.980;111.886;112.056;139493
2016.06.15;112.068;112.982;111.894;112.602;140534
2016.06.16;112.580;112.946;111.307;112.230;179607
2016.06.17;112.231;112.961;112.225;112.752;136556
2016.06.20;113.308;113.821;113.018;113.121;141590
2016.06.21;113.093;113.492;112.428;112.439;126239
2016.06.22;112.421;113.372;112.362;112.947;122068
2016.06.23;112.937;114.208;112.930;113.791;141171
2016.06.24;113.840;114.278;109.113;110.912;298052
2016.06.27;110.024;110.833;109.705;110.237;211882
2016.06.28;110.235;111.112;110.098;110.647;154073
2016.06.29;110.641;111.300;110.489;111.235;152566
2016.06.30;111.170;111.541;110.238;111.048;172106
2016.07.01;111.014;111.689;110.716;111.361;133497
2016.07.04;111.245;111.591;110.975;111.532;94539
2016.07.05;111.528;111.862;110.619;110.750;128447
2016.07.06;110.709;111.112;110.288;110.989;159080
2016.07.07;110.969;111.069;110.522;110.601;128413
2016.07.08;110.601;111.198;110.016;110.497;124816
2016.07.11;110.448;110.743;110.153;110.568;115627
2016.07.12;110.556;111.260;110.517;110.604;142857
2016.07.13;110.595;111.195;110.418;110.883;133693
2016.07.14;110.877;111.644;110.850;111.191;150937
2016.07.15;111.173;111.486;110.240;110.244;140172
2016.07.18;110.497;110.839;110.372;110.748;108109
2016.07.19;110.735;110.801;109.996;110.189;109057
2016.07.20;110.187;110.298;109.810;110.129;105232
2016.07.21;110.122;110.600;109.793;110.237;134508
2016.07.22;110.229;110.406;109.551;109.747;118458
2016.07.25;109.725;109.986;109.516;109.942;100144
2016.07.26;109.927;110.294;109.778;109.855;103516
2016.07.27;109.821;110.647;109.314;110.583;119260
2016.07.28;110.570;111.191;110.519;110.757;117064
2016.07.29;110.763;111.972;110.720;111.743;140309
2016.08.01;111.715;111.831;111.548;111.614;101194
2016.08.02;111.602;112.334;111.573;112.209;116373
2016.08.03;112.202;112.265;111.403;111.474;99248
2016.08.04;111.478;111.561;111.135;111.282;110679
2016.08.05;111.252;111.608;110.453;110.867;103834
2016.08.08;110.795;111.046;110.716;110.878;88072
2016.08.09;110.855;111.221;110.700;111.169;93176
2016.08.10;111.151;111.898;111.114;111.744;106029
2016.08.11;111.744;111.909;111.349;111.354;107170
2016.08.12;111.356;112.209;111.309;111.634;109188
2016.08.15;111.659;112.032;111.530;111.825;83715
2016.08.16;111.820;113.221;111.770;112.772;123356
2016.08.17;112.773;113.155;112.403;112.874;114477
2016.08.18;112.837;113.661;112.837;113.536;121750
2016.08.19;113.521;113.591;113.037;113.237;110099
2016.08.22;113.087;113.302;112.707;113.190;105292
2016.08.23;113.180;113.548;113.028;113.041;100937
2016.08.24;113.039;113.111;112.448;112.628;109242
2016.08.25;112.625;112.970;112.588;112.833;82751
2016.08.26;112.783;113.406;111.806;111.856;122981
2016.08.29;111.823;112.074;111.575;111.889;94988
2016.08.30;111.873;111.920;111.317;111.418;96173
2016.08.31;111.400;111.650;111.227;111.571;103050
2016.09.01;111.562;112.048;111.272;111.957;105894
2016.09.02;111.927;112.518;111.449;111.449;119722
2016.09.05;111.564;111.819;111.393;111.458;81686
2016.09.06;111.456;112.627;111.404;112.555;110662
2016.09.07;112.516;112.706;112.283;112.385;109600
2016.09.08;112.384;113.266;112.340;112.607;127443
2016.09.09;112.596;112.849;111.981;112.235;121473
2016.09.12;112.304;112.680;112.100;112.349;126786
2016.09.13;112.331;112.601;112.036;112.182;124533
2016.09.14;112.180;112.737;112.097;112.495;116530
2016.09.15;112.488;112.833;112.187;112.435;123670
2016.09.16;112.422;112.497;111.492;111.535;119434
2016.09.19;111.531;111.975;111.505;111.731;99139
2016.09.20;111.729;112.131;111.495;111.501;113779
2016.09.21;111.486;111.962;111.228;111.878;134851
2016.09.22;111.865;112.569;111.844;112.068;110922
2016.09.23;112.068;112.403;111.935;112.149;105350
2016.09.26;112.290;112.788;112.204;112.524;100826
2016.09.27;112.533;112.586;111.906;112.137;119008
2016.09.28;112.152;112.365;111.814;112.163;121252
2016.09.29;112.160;112.496;111.965;112.210;127561
2016.09.30;112.212;112.503;111.531;112.399;159432
2016.10.03;112.262;112.439;112.049;112.096;103336
2016.10.04;112.101;112.384;111.376;112.042;146345
2016.10.05;112.015;112.330;111.894;112.031;127464
2016.10.06;112.030;112.121;111.395;111.493;127469
2016.10.07;111.481;112.048;111.040;111.931;187746
2016.10.10;111.810;112.028;111.309;111.390;109958
2016.10.11;111.346;111.419;110.486;110.530;147615
2016.10.12;110.530;110.673;110.041;110.046;152051
2016.10.13;110.063;110.573;109.851;110.547;121174
2016.10.14;110.543;110.582;109.699;109.711;133087
2016.10.17;109.689;110.076;109.635;109.985;109813
2016.10.18;109.994;110.262;109.697;109.794;108880
2016.10.19;109.783;110.044;109.547;109.735;111049
2016.10.20;109.720;110.388;109.154;109.285;119987
2016.10.21;109.281;109.293;108.590;108.736;107479
2016.10.24;108.801;108.993;108.592;108.812;95964
2016.10.25;108.800;109.045;108.507;108.880;117030
2016.10.26;108.863;109.462;108.740;109.069;100906
2016.10.27;109.068;109.418;108.821;108.945;113193
2016.10.28;108.960;109.915;108.926;109.745;125686
2016.10.31;109.841;109.907;109.355;109.762;99166
2016.11.01;109.761;110.686;109.597;110.564;114514
2016.11.02;110.571;111.228;110.493;110.946;130446
2016.11.03;110.950;111.255;110.595;111.050;127812
2016.11.04;111.052;111.405;110.795;111.375;117117
2016.11.07;110.616;111.099;110.270;110.395;113657
2016.11.08;110.396;110.667;110.083;110.257;105103
2016.11.09;110.238;112.991;109.066;109.077;289426
2016.11.10;109.083;109.533;108.645;108.907;179357
2016.11.11;108.932;109.229;108.301;108.503;169227
2016.11.14;108.316;108.403;107.087;107.358;188186
2016.11.15;107.357;108.161;107.138;107.215;159227
2016.11.16;107.205;107.592;106.656;106.898;149265
2016.11.17;106.899;107.453;106.197;106.241;159831
2016.11.18;106.216;106.425;105.687;105.826;173588
2016.11.21;105.915;106.488;105.785;106.264;167387
2016.11.22;106.256;106.575;105.835;106.243;152885
2016.11.23;106.220;106.433;105.258;105.516;150838
2016.11.24;105.485;105.849;105.176;105.517;136236
2016.11.25;105.462;106.270;105.291;105.772;153514
2016.11.28;106.079;106.854;105.632;106.122;157206
2016.11.29;106.116;106.542;105.645;106.487;145680
2016.11.30;106.472;106.662;105.521;105.870;172645
2016.12.01;105.891;106.683;105.842;106.596;143640
2016.12.02;106.581;106.896;106.248;106.538;126286
2016.12.05;106.171;107.959;105.044;107.631;167247
2016.12.06;107.617;107.850;106.979;107.177;108323
2016.12.07;107.153;107.679;107.095;107.513;90536
2016.12.08;107.521;108.734;105.968;106.121;136595
2016.12.09;106.117;106.293;105.306;105.515;106246
2016.12.12;105.326;106.513;105.250;106.336;110141
2016.12.13;106.333;106.667;106.034;106.244;111390
2016.12.14;106.233;106.698;104.955;105.340;130434
2016.12.15;105.308;105.389;103.660;104.126;176714
2016.12.16;104.107;104.738;104.003;104.401;131312
2016.12.19;104.374;104.791;103.922;104.010;121196
2016.12.20;103.998;104.175;103.519;103.867;115654
2016.12.21;103.846;104.509;103.819;104.228;105491
2016.12.22;104.220;104.989;104.213;104.355;110550
2016.12.23;104.326;104.700;104.262;104.700;75127
2016.12.26;104.607;104.668;103.249;104.491;47828
2016.12.27;104.493;104.630;104.319;104.566;72758
2016.12.28;104.546;104.795;103.717;104.102;93872
2016.12.29;104.162;104.936;104.079;104.892;115168
2016.12.30;104.844;106.522;104.827;105.068;148657
2017.01.02;105.100;105.275;104.480;104.519;72920
2017.01.03;104.524;104.898;103.399;104.044;139335
2017.01.04;104.044;104.996;103.895;104.871;138590
2017.01.05;104.871;106.149;104.804;106.055;170836
2017.01.06;106.005;106.207;105.235;105.235;146008
2017.01.09;105.292;105.826;105.104;105.723;125800
2017.01.10;105.718;106.268;105.506;105.534;147523
2017.01.11;105.530;106.226;104.534;105.818;180859
2017.01.12;105.818;106.844;105.710;106.109;180739
2017.01.13;106.104;106.730;105.959;106.420;140972
2017.01.16;106.023;106.355;105.789;105.946;117923
2017.01.17;105.946;107.190;105.893;107.120;171611
2017.01.18;107.111;107.150;106.278;106.286;145054
2017.01.19;106.288;106.763;105.888;106.627;167230
2017.01.20;106.610;107.090;106.248;106.982;161072
2017.01.23;107.004;107.688;106.930;107.631;156981
2017.01.24;107.643;107.745;107.199;107.310;142073
2017.01.25;107.288;107.694;107.109;107.465;139081
2017.01.26;107.477;107.653;106.572;106.810;146134
2017.01.27;106.794;107.247;106.579;106.968;129909
2017.01.30;107.023;107.399;106.200;106.920;130424
2017.01.31;106.921;108.120;106.843;107.968;168241
2017.02.01;107.958;108.070;107.298;107.675;147733
2017.02.02;107.668;108.284;107.556;107.569;150389
